SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title
7599,SOHKTJX12AB0185A8D,15,George Phang: Power House Selector's Choice Vol. 2,ARIRD6J1187FB5A98C,Sugar Minott,6.7848,1,0.01,152.91,4,0.071,A True
7600,SOYPEPK12A8C141727,480,Birmingham Jubilee Singers Vol. 2 (1927-1930),ARJSGPI1241B9C8855,Birmingham Jubilee Singers,0.1758,1,0.381,90.942,1,0,Rollin' Down To Jordan
7601,SOQLWTW12A8C13EA1F,813,Christos Dantis Best,AROGWRA122988FEE45,Christos Dantis,8.8354,11,0.445,166.138,4,0.315,24.000 Baci
7602,SOUXUTH12A58A79E1F,644,Legend Of The World,AR31D7E1187FB3BC62,Valient Thorr,0.646,1,0.392,91.858,4,0.764,Problem Solver
7603,SOZXJQK12AB018547A,984,The Murderess Metal Road Show,AR8FMEN1187FB4A657,Lizzy Borden,4.9187,9,0.095,145.883,7,0.387,Psychopath
7604,SOQZBVF12A8C13813A,225,All City (Clean),ARGFFF91187FB4FA62,Northern State,8.0909,6,0.248,129.352,5,0.659,Last Night
7605,SOFUPPL12A8C143A06,298,Flyin' High,ARMTE8E1187FB5ACC2,Johnny Copeland,5.632,4,0.376,120.765,3,1,Circumstances
7606,SOFDVPO12A6D4F703C,39,Classic Brenda Lee - The Universal Masters Collection,ARGKD4W1187B990E04,Brenda Lee,1.0395,7,0.215,107.073,3,0.666,Everybody Loves Me But You
7607,SOGKJVN12A6D4F7C75,68,Patience Dabany,AR3UJPY1187FB5017B,Patience Dabany,9.16,5,0.712,124.293,4,1,Abagui Alobi
7608,SOEKOOF12A8C145EBD,758,Interior,AREMPZG1187B99D246,Marcio Faraco,3.433,0,0.764,134.777,4,0.565,Sarapatel Humano
7609,SOQATPT12AB0189A22,767,Zoukolexion_ vol. 1,ARJQ8WU1187FB37FCD,Patrick Saint-Eloi,9.0526,9,1,106.633,3,0.769,Mo lanmou
7610,SODFGNK12AB0184C02,776,Je D\xc3\xa9teste Le Rap Fran\xc3\xa7ais,ARPWJAM11F4C846DF4,Akissa,3.7007,11,0.553,112.864,5,0.928,Le Vivre Pour Le Croire
7611,SOZMQND12A58A7DBE1,158,Sing Me Something Sentimental,AR223M11187B9ADDD6,Marty Robbins,1.4199,4,0.893,119.324,4,0.868,A Castle In The Sky
7612,SOXMMST12AB017F420,16,Gold,ARWC1WN1187FB516CE,Eric B. & Rakim,5.0199,10,0,219.94,7,0.168,Follow The Leader
7613,SOPQXKA12AB01861CA,41,Jazz Impressions,AR1RHCO1187B9AF0BF,Vince Guaraldi,0.7587,5,0.143,74.255,1,0.338,Room At The Bottom
7614,SOOIAPL12AB018C4FE,619,Kingdom Of Ghosts,AR3OYPP1187B9952E3,Humanzi,2.9905,8,0.496,120.948,4,0.854,Amsterdamaged
7615,SOTOMJM12A8C134AA2,9,Pandora's Box (Display Box),AR12F2S1187FB56EEF,Aerosmith,5.6599,7,0.005,103.976,4,0,Milkcow Blues
7616,SOCJJDX12A8C13E745,220,Aswad vs. The Rhythm Riders,ARP39OU1187FB4D543,Aswad,8.4289,1,0.69,199.826,7,0.32,Rudeboy
7617,SOOXNKG12A58A7C6BC,592,A Reason To Live,ARYJ6RP1187B9B3827,Cindy Morgan,7.0591,0,0.703,92.411,4,0.428,Someone Believes In You - Album Version
7618,SOJIVAI12AC468E08E,819,The X-Factor (Side B),ARTHEAP122BCFCD0B2,DJ X-Change,9.7317,10,0.845,160.045,4,0.301,Shawty Say
7619,SOBYHQA12AB0185B69,125,Devil's Night Out,AR2SMD91187B9B0582,Mighty Mighty Bosstones,7.4607,4,0.356,186.6,4,0,Do Somethin' Crazy
7620,SOSZDPD12A6D4F6ECA,9,Pull Marine,AR7WZ1Y1187B99D10B,Isabelle Adjani,9.7742,7,0,130.273,4,0,Entre Autre Pas En Tra\xc3\xaetre
7621,SOSOPKK12A8C133DC9,30,Situations,ARSYHZ21187B99F5F5,Tina Ann,1.7677,9,0.634,127.926,4,0.347,Rules of Attraction (Chris Cox)
7622,SOCUCXZ12A8C130EAE,289,Chet Atkins_ C.G.P.,AR3DYAD1187FB3964E,Chet Atkins,9.477,4,0.666,96.031,4,0,Knucklebuster
7623,SOUWLPU12A6D4F9814,59,Saturation,ARXAFO11187B9AEBFE,Urge Overkill,3.1734,4,0.546,152.468,5,0.406,Crackbabies
7624,SODZWZP12A8C13AEB6,147,Go On,AR109IQ1187B98E487,JK,3.56,0,0.213,131.991,4,0,Go On
7625,SODOKPG12A8C13B97F,1,Purple Haze,ARMB95F1187B9B5B93,Cam'Ron,0.9685,6,0.442,110.064,4,0.437,I'm A Chicken Head (Skit)
7626,SOBHHUS12A58A78589,144,To See You,ARDVZTE1187FB5A0A1,Harry Connick_ Jr.,4.6428,0,0.333,60.882,1,0,Once
7627,SOPIHNL12A8C13B28D,594,Magnya Carta,AROLMXS1241B9C6915,An Cafe,0.7554,1,0.401,150.03,4,0.57,Pipopapo Telpathy
7628,SOJAQGB12A58A7AA08,475,Now,ARM4WGN1187FB3C746,Kyle Eastwood,7.2028,4,0.666,100.175,4,0,How Y' All Doin'
7629,SOYQDSU12AC4685BE6,545,Normal Service Resumed,ARDK6QW1187B9B8D85,U.K. Subs,6.192,4,0.712,103.971,1,0.363,Fear of Girls (Live in Croatia_ 1993)
7630,SOBCLQQ12A67020342,0,Hymns Of Worship,ARGNZOL1187FB5CE7C,Fernando Ortega,0.7685,6,0.85,55.619,1,0,Pass Me Not (LP Version)
7631,SOXIFNK12AB0186B11,382,Mega 3,ARFCOGY1187FB454B4,The Winans,9.3856,3,0.187,113.799,4,0.77,Don't Be Deceived
7632,SOLYHYM12AB017D549,124,Crownsdown,ARNVM131187B990D2B,themselves,5.1864,6,0.001,116.915,4,0.634,Oversleeping
7633,SOQTQWP12AB0185390,547,Rafta Rafta,ARFELOH1187B991F95,Niraj Chag,9.9228,9,0.493,114.993,4,0.619,Eeshwar
7634,SOWJYOK12AC3DFB39F,304,skate.,ARCDRLI1187FB54D58,ZTrip,2.6,10,0.416,119.948,4,1,Addison Faceplant
7635,SOXGBGK12A6701FC53,6,Murphy's Law,ARSFK241187B9BA38E,Murphy Lee / Zee,8.904,1,0.317,92.043,4,1,Murphy Lee
7636,SOSUEIX12AB0185021,941,T.I.M.E.,ARZ7IH41187FB3B8F5,Leaders Of The New School,3.8885,7,0.375,97.292,4,0.859,The End Is Near (LP Version)
7637,SONTBYE12AB0182855,171,Esperanza,ARRI5MR1187FB47CAB,Esperanza Spalding / Leo Genovese,5.547,5,0.463,171.99,7,1,Love In Time
7638,SOMDOPM12AB0181990,358,What's in the Bag?,AR2MD2P1187FB5B328,Marshall Crenshaw,4.7668,9,0.62,121.837,4,1,From Now Until Then
7639,SOITAJG12A8C132B26,61,Smooth Jazz: Sax At Midnight,ARTZMXB1187B990A55,Streetwize,2.6493,1,0.247,185.93,7,0.707,Little Things
7640,SOIVXLP12A8C139F26,43,Every Shade of Blue,AR2C9UQ1187B98E69F,Roy Roberts,9.9358,5,0.8,114.512,4,0.464,Let's Wrap Up
7641,SOLDPNN12A6D4F7B46,31,The Road To Hell And Back,AR3793X1187FB50CB3,Chris Rea,8.4534,2,0.724,168.932,1,0.029,Josephine
7642,SOTBODD12A8C13D628,628,Prive,ARU3YYC1187FB43FEE,Luis Alberto Spinetta,1.0362,7,0.303,136.846,4,0.663,Alfil_ Ella No Cambia Nada
7643,SOBYXQS12A8C13FAF6,164,Harmonia Pt.II,ARPVRUC1187FB4F1DE,Pitch Black,6.393,10,0.779,130.956,4,0.981,Harmonia
7644,SOVSNJX12AB0189848,670,Mr. Sad Clown,ARKL75U1187FB5B8B6,BoDeans,6.0844,9,0.571,147.944,4,0.776,Back Then
7645,SOPAGGN12AC468D06E,761,Best Of Dwarf Records,AR41O131187FB51448,DJ Isaac,9.2485,1,0.718,94.535,4,0.6,Hardcore From The Underland
7646,SOQKQJU12A58A7D262,1,Thank You,ARTAFV91187B9BA17C,Stone Temple Pilots,8.9628,7,0.058,134.982,4,1,Down (LP Version)
7647,SOXJHXF12A8AE48AC9,992,No Looking Back,ARWSISA1187B9AAC01,Damita,9.8085,2,0.118,160.04,4,0.661,Pray (Album Version)
7648,SODKPFP12A67AE036D,68,Secret Words & Little Treasures,ARMSL551187FB3F4B0,Dark Distant Spaces,4.024,1,0.42,162.843,4,0.233,Remote Control
7649,SOQNZJI12AB018E3B8,401,TCHAIKOVSKY: Suite No. 4 / The Seasons,ARTML781187B9AF080,Neeme Jarvi,0.2011,7,0.869,91.485,1,0,"Suite No. 4 in G major_ Op. 61_ Mozartiana"": IV. Variation 5 \x14"""
7650,SOCBWVV12A8C13605F,333,Live From The 9:30 Club,ARE9Y761187B98AEB6,Mint Condition,3.6681,5,0.744,97.748,4,0.482,Call Me
7651,SOKDKKP12A8C136A48,192,Dil Kya Kare,ARJ1AMB1187FB40661,Sukhwinder Singh;Jaspinder Narula,2.6264,11,0.622,99.015,4,0.407,Menu Lagan Lagi
7652,SOPXJAC12AB01887F1,624,Ultra-Lounge / Organs In Orbit  Volume Eleven,ARCVT0G1187B99238E,Shay Torrent,4.6509,7,0.663,130.14,1,0,Flying Fiddles (1996 Digital Remaster)
7653,SOCWMZG12AAF3B2AE1,333,Twinkle Love Songs_ Volume Two,ARCYQ1P1187FB3F3CA,The Twinkle Brothers,4.1203,7,0.18,130.519,4,0.454,I Won't Lie
7654,SODGOWI12A6D4FAF1F,639,Catch The Wind,AREXM411187FB560C4,We Five,9.6305,0,0.855,66.374,4,0,Milkcow Blues (Album Version)
7655,SOOHLUK12A6D4FBB1D,813,18 CANDLES: THE EARLY YEARS,AR10USD1187B99F3F1,Silverstein,4.0468,7,0.525,150.13,3,0.852,MY HERIONE (Acoustic Version)
7656,SOXHSRQ12A8C13C56F,73,Helium,ARKO7AO1187FB5664B,Tin Hat Trio,0.5905,0,0.209,86.826,1,0,Scrap
7657,SOJDKSW12A8C13CDDA,577,Desde mi barrio,ARNTTHK1187B98FF64,Andy & Lucas,7.6207,0,0.752,96.002,5,1,Quiero Ser Tu Sue\xc3\xb1o
7658,SOBXDCF12A6701FAFC,33,Lennie Tristano / The New Tristano,AR77B521187FB4CC70,Lennie Tristano,1.255,0,0.398,200.876,4,0.12,Becoming (LP Version)
7659,SOVOFIU12AF72AD12F,29,Teen Sensation,ARLD4VD1187FB39009,Fast Eddie,0.3056,7,0.045,181.743,4,0,Put On Your Rubbers
7660,SOVQMDQ12A8C13F034,488,La vie va si vite (Live),ARZLCTV1241B9C4D46,Claire Elzi\xc3\xa8re,5.5456,10,0.423,97.671,4,0.331,Il fait d\xc3\xa9j\xc3\xa0 (Live)
7661,SOETCLM12A6D4F9B3B,51,Wide Wide World,ARRR7RO1187B98A6EC,Erin O'Donnell,7.6926,9,0.427,96.127,4,1,You Were The One (Wide Wide World Album Version)
7662,SOAIEFA12AC9097225,731,Welcome To Norway,AR93K7R1187B9AC92A,Black Debbath,5.717,5,0.536,124.448,4,1,The Four Big Ones (Essential Authors And Works)
7663,SOHUCCG12A8C137A17,90,Chansons pour qui?,ARJSPWK12454A4CB28,SANSHIRO,9.32,11,0.442,140.143,1,0,Le syst\xc3\xa8me solaire
7664,SOXBLDL12A8C13ADD4,467,Rue du canal,ARNLY0W11C8A42C7E5,Serge Desaunay,7.7644,0,0.348,131.842,1,0,La polka des grenouilles
7665,SOGVEVK12AB018502B,941,T.I.M.E.,ARZ7IH41187FB3B8F5,Leaders Of The New School,0.7407,11,0.031,101.87,4,0.6,Zearocks (LP Version)
7666,SOCSQIW12AB018CD18,245,Los Mas Arrechos De La Costa Vol.1,ARRZNBD122C867517B,Los Cumbieros Del Sur,6.8534,4,0.695,159.533,4,0,El Gatito
7667,SOLADTL12AB01815A7,331,Heart On (with bonus tracks),ARHR5BC1187B9AC348,Eagles Of Death Metal,5.4885,1,0.737,144.398,4,0.587,As Nice As I Can Be
7668,SOGLOTH12AB0185AC8,593,Festival international nuits d'Afrique-19e \xc3\xa9dition 2005,ARWJHW61187B98FA8E,Papa Wemba,6.6215,5,0.564,136.442,4,1,Abu-Pia
7669,SOJPMDU12A8C133C68,297,Oz Factor,ARW071B1187B9A603C,Unwritten Law,6.8158,2,0.606,201.269,4,0,Superman
7670,SOAOQQE12AB018C71A,157,Canti di Natale,ARSENJW1187B9B053E,Bimbo Band,0.0803,2,1,85.01,1,0.07,Oh ! Tannenbaum
7671,SONAFPO12AB018F219,850,Jug Band Songs Of The Southern Mountains (Digitally Remastered),ART094K1187B9A08D0,The Even Dozen Jug Band,5.9603,7,0.374,132.582,4,0,The Original Colossal Drag Rag
7672,SOMAGRE12A6D4F8C60,78,Superman Returns Music From The Motion Picture [Digital Version],ARY5TFK1187B9BA2BD,John Ottman,5.9228,2,0.597,61.587,4,0,The People You Care For
7673,SODPUEZ12A8AE4648B,668,Doo-Wop Classics Vol. 9 [Beltone Records],ARXGVSB11F4C842CF3,Opals,2.5807,0,0.542,131.641,4,0,Hop_ Skip & Jump
7674,SOQBFIA12A8C13BAA2,25,Live,ARC70XM1187FB4D5B0,Free,3.5277,9,0.334,129.042,4,0,Woman
7675,SOXFPIX12AB018381E,316,100m001,ARVCNOU1187FB4C6F0,Emit,7.5636,9,0.194,136.871,4,1,Gum
7676,SOFDEMJ12A8C13410C,43,Lil' Band O Gold,AR07HWO1187B9A2189,Lil' Band O' Gold,0.4909,4,0.42,146.817,4,1,Shirley
7677,SOALJHY12A8AE489F3,946,Love_ Peace & Harmony The Best Of Bow Wow Wow,AR4R0741187FB39AF2,Bow Wow Wow,2.7995,1,0.68,126.501,1,0,Love_ Peace and Harmony
7678,SOZFAKK12A6D4F6927,77,The Prize Winner of Defiance_ Ohio: Original Score from the Motion Picture,ARFZSPU1187B9B5BA9,John Frizzell,0.9375,1,0.436,147.692,1,0,Anatomy of a Contest
7679,SOVTZTF12A8C130A1A,258,Alex Loves...,ARCEEC91187B9AC4FB,Alexander O'Neal,8.277,0,0.387,160.033,4,0.822,Secret Lovers (Featuring Mica Paris)
7680,SOUEBEX12A8AE47BBC,886,Dance Vault Mixes - Little Bird (1st Set of Mixes),ARW9FP41187B98C2A7,Annie Lennox,5.0183,4,0.734,125.03,4,0.703,Little Bird
7681,SOWCBBV12AB0182F0D,100,"A Lot to Fear & ""Plant a Tree or Die""",ARMAEYS1187B990F2F,Tree,7.126,4,0.419,146.851,4,0.586,Proletariat
7682,SOSPCEK12A8C13E372,787,Gommin ja Pommin mets\xc3\xa4karnevaali,AR0A30G1187B9B183B,M.A. Numminen,8.3081,7,0.379,110.589,4,1,Suti-suti
7683,SOHGHWJ12A6D4F801C,879,Bring It On Rarities & Remixes,ARCDXI51187FB57A2E,Goose,5.8591,1,0.285,122.956,4,1,Bring It On
7684,SOBCFLR12A58A7985F,90,Songs For The Poor Man,ARXTUHV1187B99268F,Remmy Ongala,8.5252,0,0.364,94.72,7,1,Karola
7685,SOTDYKK12AB0184B0B,523,Before the Frost... Until the Freeze,ARUKN9H1187B9B71C8,The Black Crowes,3.5228,4,0.148,178.299,4,0.187,Roll Old Jeremiah
7686,SOEIJSK12AB0183835,103,Sus Grandes \xc3\x89xitos,ARUFRGT1187B98ED43,Leo Dan,8.5317,0,0.58,171.91,4,0.622,Con un poquitito de suerte
7687,SOPGCGI12A8C139547,715,... And Music'S There ...,ARGWLJT12086C14A09,Shunza,5.6109,0,0.689,63.993,4,1,Yueh Kuang
7688,SOWFVBM12AB0181C3B,517,Street Scriptures,AROGHQQ1187B9890E3,Mil featuring Petey Pablo,7.4999,9,0.282,159.837,4,0.804,Problems
7689,SOBRRKW12A8C13AE98,778,Mazi Sou,ARIJ7MR1187B9B484E,Peggy Zina,4.935,2,0.734,140.04,4,0.637,Tis Monaxias Ta Monopatia
7690,SOAPMKZ12A58A764B7,947,Truck Driver,ARD7TVE1187B99BFB1,Casual,7.4542,0,0.451,136.248,5,1,Turkey And Dressin
7691,SOKKODJ12A58A7B73D,473,Cora\xc3\xa7\xc3\xa3o Bobo,AR4EVIX1187B993DE9,Alceu Valen\xc3\xa7a,8.6558,11,0.616,157.111,3,0.698,Cintura Fina
7692,SOEJVCS12A8AE483B7,587,Lullaby Renditions of U2,ARLNMEP11C8A41519E,Rockabye Baby!,2.7897,8,0.118,100.043,3,0.492,Desire
7693,SOBJICW12A8C130EE8,207,The Lucky Ones,ARGBR4I1187B99D073,Mudhoney,9.6599,0,0,145.179,1,0,New Meaning
7694,SOWBZMU12A8C13754C,68,Western Movie Themes,ARFNXFR1187B98F6C1,Ned Nash Orchestra,4.7848,4,0.48,118.683,4,0.96,Hang 'm High
7695,SOXRBZT12AB0180256,782,A Cabinet Of Curiosities,ARQOATR1187B9AE959,Jane's Addiction,3.0052,2,0.09,84.694,4,0.061,Ocean Size [Demo]
7696,SOXHYEH12AB0187FF4,142,Pure Brazil II - For All - The Brazilian Northeast Music,ARTP2PK1187B98FECA,Quinteto Violado,2.8583,1,0.647,155.062,4,1,Cad\xc3\xaa O Meu Amor
7697,SOXVWRD12AB018145B,784,SimAnimals,ARD1XMG1187FB41229,Winifred Phillips,0.6134,4,0.826,144.835,4,0.858,Misty Bog
7698,SOLURBR12AC9075364,111,The Transactional Dharma of Roj,ARMRQFC1269FCD2C40,Roj,0.6387,1,0.583,156.062,4,0,Clear Channels
7699,SOIPOJA12A8C13EDB7,198,Collection 2,ARA1UU51187FB5A70B,The Misfits,0.0901,3,0,93.703,4,0.404,We Bite
7700,SOUCZVQ12A8C131FF0,407,A Musical Massacre (Explicit),ARNQESK11F4C83FD6F,Beatnuts with Lil' Donny,0.6542,10,0.46,117.298,4,0.141,Spelling Beatnuts with Lil' Donny
7701,SOBMEDP12AB017FBE5,288,The Sunny Side Of Life,ARRJ3UC1187FB579D7,Wyclef Jean,8.2999,2,0.122,87.965,4,0.905,Guantanamera
7702,SODFKNA12CF5828911,939,Laundry Service,AR6PJ8R1187FB5AD70,Shakira,4.52,7,0.085,179.486,4,0.269,Objection (Tango)
7703,SONMFRY12AB018A9EC,330,Hushabye Baby: Lullaby Renditions of Rascal Flatts,ARBMHBC11F4C8403A2,Hushabye Baby,0.8599,7,0.395,147.964,4,0.868,These Days
7704,SOHVOBI12A5891E993,643,Hope,AR557N41187FB3E67F,Swallow The Sun,9.4917,3,0.459,165.908,4,0.519,Doomed To Walk The Earth
7705,SOJNARC12A8C131B70,496,Rabbit Songs,ARC6UC81187B989062,Hem,0.0526,9,0.437,123.018,5,0.065,Polly's Dress
7706,SOLAPIZ12A58A7E3DB,899,Trouble In Mind,AR93RTI1187B98ECFB,Mance Lipscomb,1.797,0,0.092,160.979,1,0,Ballad Of The Boll Weevil (Remastered Version) (Take 10)
7707,SOVICTQ12A8C137F0D,205,Running Backwards (Limited Edition / Fan Club Only),ARMSL551187FB3F4B0,K's Choice,2.6738,9,0.256,167.263,3,0.915,Tha Day
7708,SOBULMA12A6D4F8EA0,89,Small Faces,AROCBZZ11E2835D652,Small Faces,9.9064,2,0.108,159.418,4,0.91,What'Cha Gonna Do About It
7709,SOZANDJ12A8C138EAD,74,Infinite Love Songs,ARS0W831187B9AF0B7,Maximilian Hecker,8.806,5,0.216,146.184,4,0.496,Polyester
7710,SOEEOMN12A6D4FA1F8,20,Firewall,AR4B3RX1187B9A868A,Alexandre Desplat,7.0313,2,0.457,183.956,1,0,Breaking In
7711,SOSNMLH12A58A7C091,103,Signal To Noise,ARF1LT21187B989EEB,White Willow,7.2795,2,0.961,112.767,4,1,The Dark Road
7712,SOXPWPH12A6701E86E,61,God Of Love,AR7Y6JX1187FB4D9B3,Bad Brains,3.1864,7,0.205,105.453,3,0.79,God Of Love (Album Version)
7713,SOQELNC12A8C13FE06,8,Motograter,AR8M6LC1187B998D48,Motograter,6.9252,5,0.858,143.932,4,0.98,Red (Main Version)
7714,SOCYZTH12AF72A6CCF,307,Nude With Boots,AROLDZG1187FB50AFB,Melvins,7.8085,2,0.776,113.386,4,0,Nude With Boots
7715,SOUOCXE12AB0180DE8,323,The Nature of Betrayal,ARVEXQ51187B9B8237,The Funeral Pyre,1.2289,10,0.371,227.302,4,0.138,Here The Sun Never Shines
7716,SOPKBPO12AB0184BC4,302,Will You Dance With Me?,ARDOZIV11F4C83DD59,Maria Forde,5.7987,3,0.682,119.283,4,1,Waltzing Matilda My Darling
7717,SOJIPPT12A8C13F9FC,690,Utopia Parkway,ARDBSFT1187B9AC9C1,Fountains Of Wayne,4.7179,9,0.085,115.686,4,0.619,Laser Show (LP Version)
7718,SOTUGEK12AB018BE28,942,Bad Habits,ARSEC9Q1187B98912D,Colin James,0.1105,5,0.397,154.548,4,0.734,Better Days
7719,SOSZSGF12A67AE21B1,434,Of One Blood,ARK8OHG1187B99016A,Shadows Fall,5.1717,2,0.656,194.238,1,0,Crushing Belial
7720,SOWVBNI12AB017E39C,548,Lullaby Renditions of Johnny Cash,ARBMHBC11F4C8403A2,Hushabye Baby,1.8852,5,0.101,74.983,4,0,Cry_ Cry_ Cry
7721,SOLUAUU12AB018C0E2,19,Tha Remixes Vol. 17,ARGBGC71187FB3DD0B,DJ Nasty,1.1309,6,0.133,86.664,1,0.931,Apologize
7722,SOVVRRU12A81C2435C,727,The Fifth Ave,ARCRR5X1187FB3BD4A,Elva Hsiao,5.593,5,0.748,122.9,4,1,Ni Shi Wo Xin Zhong Yi Ju Jing Tan
7723,SOXMSDY12A8C142C7E,823,Laid-Back Christmas Favourites,ARQ9BO41187FB5CF1F,John Davis,9.3138,9,0.915,88.991,3,0.49,Silver Bells
7724,SOUTQDI12A67AE11FD,80,Blues From Chicago,ARTMM411187FB56FD0,Barry Goldberg,5.6126,7,0.76,96.17,3,1,Lost Love
7725,SOFLEIR12A8C1392AF,911,Proti Epafi,ARQSZLT124207825BA,Konstantinos Galanos,6.507,4,0.92,75.532,5,0.763,An M'agapas
7726,SODSPJL12A8C130DAE,304,Better Be Good,AR3752L1187FB4B67E,The Real Kids,3.7579,4,0.4,104.775,1,0,Just Like Darts
7727,SOMEPEB12A8C13E232,309,CABU - From Paris With Jazz: Guitar,ARQC4R31187B9A0D88,Jean Ferret,2.6166,2,0.79,124.089,1,0,Les Deux Guitares
7728,SOGTINJ12AC468DCF7,441,Kolmekymppinen,ARTWWNA1187B9B3BD7,Frederik,9.8787,1,0.428,174.682,4,0.067,Kun rakastaa
7729,SOYFZVP12A6D4F7EE4,50,Dansez Avec Jo Privat,ARQC4R31187B9A0D88,Jo Privat,4.3881,2,0.238,196.446,1,0,Espoirs Perdus (Valse)
7730,SONXHGK12A8C141541,70,Voice of the People 01: Come Let Us Buy The Licence,ARXZP9T1187FB4565D,Willie Clancy,1.7268,9,0.285,202.266,1,0.839,The Song of the Riddles
7731,SOXJGDR12AAF3B2586,124,I'm No Angel,AROMB601187B991317,Mae West,4.4975,7,0.06,81.882,4,0.578,Imaginary Love
7732,SOISPBI12AB0187873,769,My Soul Speaks,ARETCTY1187FB4C033,LORE,7.1685,3,0.376,125.984,4,1,Release
7733,SOBWXDJ12A58A7725D,34,This Is Where You Belong,ARUYGJ31187B9A2FEA,The Summer Obsession,2.0436,0,0.359,79.935,4,0,Where You Belong
7734,SOVDKIJ12AB017F4BA,760,When Your Ready,ARYOBYD1241B9C87F8,Dabbler,4.6183,11,0,0,3,1,When Your Ready
7735,SOCWHIM12A6D4FAAA7,718,100 Racks,ARBUOMY1187B99F2EB,Messy Marv,9.2615,8,0,165.976,4,0.419,I hit You Wit The Pepper
7736,SOAYRZU12A8C133EBD,596,Lights On,ARZP2M21187FB59C63,Dons,0.5154,0,0.027,132.197,4,0.41,American Lovebite
7737,SOQBXKB12AB018A727,297,Sand And Water,ARU5CP31187FB44C3A,Beth Nielsen Chapman,0.055,6,0.572,119.99,5,0,Fair Enough (LP Version)
7738,SODYKTT12A58A7BB18,56,We Three Kings,AR11NP91187B9901B4,The Roches,9.4558,2,0.538,135.011,4,1,We Three Kings
7739,SOQYHDK12AB0186B01,416,Blues With Bukka,ARNEL2O1187FB4421A,Bukka White,9.0068,6,0.616,96.002,1,0,Sleepy Man Blues
7740,SOCAEQY12AB0189EED,960,Rambos Collection,ARWKLB91187B992270,The Rambos,6.272,0,0.675,128.867,1,0.12,I Go to the Rock
7741,SOUDFLE12A58A7A140,56,Lennie Tristano - Note to Note,AR77B521187FB4CC70,Lennie Tristano,3.3856,8,0.564,119.092,4,0,It's Personal
7742,SOIVRCS12A6D4FDA2C,159,The Black Parade Is Dead!,ARKR75V1187FB3D4D5,My Chemical Romance,4.3048,7,0.145,92.645,3,1,The End. [Live In Mexico]
7743,SOZPOZE12AB0184DF0,62,L'Accord\xc3\xa9on du tour de France,ARF9HO21187B9A0D81,Emile Vacher,3.2175,3,0.906,227.236,1,0,Plaisance-Fox
7744,SOWRCJX12A8C139161,481,Bon Voyage,ARHXWB01187B9A205C,Gloria Lasso,0.646,11,0.745,94.351,4,0.077,Magali
7745,SOMANLY12A8C13AE56,191,We Want America Back,ARBHPBX1187FB47102,The Steeles,1.0411,7,0.457,49.146,4,1,The Story Goes On
7746,SONELOT12A6701F519,60,Start A War,ARHRY5S1187B99B96F,Static-X,9.0999,5,0.47,120.539,4,1,Night Terrors (Album Version)
7747,SOTPQIM12A6D4F91BC,21,Brick By Brick,AR5OH2Z1187B9A46A9,Iggy Pop,1.4395,9,0.809,131.813,4,0,Main Street Eyes
7748,SODQZAW12AB0184A51,501,The Bends (Collectors Edition),ARH6W4X1187B99274F,Radiohead,2.4517,0,0.711,87.279,4,0.37,You Never Wash Up After Yourself (Live)
7749,SOJEDHO12A8C13DB77,145,Basado En Hechos Reales,ARABTW91187FB3A73B,David Summers,3.2632,9,0.618,142.431,4,0,Tu Mejor Amigo
7750,SOHWVDQ12A6701F7F9,8,Stranger,AR9JJ761187B9AF496,Tanya Chua,0.8599,7,0.538,154.976,4,0,Piracy
7751,SOLSJHM12A8C139B46,951,Oops!... I Did It Again,AR03BDP1187FB5B324,Britney Spears,6.806,0,0.372,107.969,4,0,Can't Make You Love Me
7752,SOSATLS12A6D4F71F0,31,Ultra-Lounge / Bossa Novaville Volume Fourteen,AR7BHGD1187FB4E15F,Wanda De Sah,3.4591,10,0.106,182.974,1,0,So Danco Samba (Jazz 'N' Samba) (1997 Digital Remaster)
7753,SODIAHF12A6D4F809C,5,Country Greats,AR0RCMP1187FB3F427,Billie Jo Spears,9.8166,5,0.892,101.626,3,1,Misty Blue
7754,SOBFXXF12AB0182007,876,Triple Gold,ARCZGEP122988F4890,Starski and Clutch,0.9513,1,0.225,151.864,4,0.097,East to West
7755,SOQLHDY12A6D4FA28B,18,After Hours,AR56P361187B9AC4DB,Gary Moore,6.7293,9,0.84,86.429,3,1,Nothing's The Same (2002 Digital Remaster)
7756,SOMQPCE12AF729A73F,31,Marie Antoinette (Original Motion Picture Soundtrack),AREKO1L1187B997EFE,The Radio Department,8.2411,7,0.853,142.953,4,0.666,I Don't Like It Like This
7757,SOEXRTB12A8C139A38,475,Here I Am To Worship Vol 2,AR5BBK81187B990027,Matt Redman,6.9268,6,0.659,155.889,4,0.585,Facedown
7758,SONLJGK12AB01822EA,545,The One And Only High And Low,AR6IRG41187B9A4D98,Ec8or,3.6109,2,0.159,100.006,4,0.682,I'm A Tomorrow
7759,SOAXVMJ12A8C1352E7,877,More Than A Story,AR8K6F31187B99C2BC,Go Fish,4.9203,0,0.264,115.931,4,0.146,I Believe In You (More Than A Story Album Version)
7760,SOKYZSI12AB0183789,354,Call And Response: The Remix Album,ARF5M7Q1187FB501E8,Maroon 5,1.6158,0,0.476,102.143,4,0.533,She Will Be Loved
